timestamp,temperature,pH,turbidity,kualitas
2024-04-10 09:15:00,15.615390296096296,6.653606096628844,23.748375537797912,Cukup Layak
2024-04-02 23:40:00,25.67,7.26037,0.203,Sangat Layak
2024-04-08 13:30:00,21.307957112957503,7.740947570103941,1.518243783725198,Layak
2024-04-01 22:30:00,26.49,7.25623,1.109,Sangat Layak
2024-04-07 15:30:00,31.867541817104986,6.530221368428951,83.76350470991558,Tidak Layak
2024-04-01 09:30:00,14.47,7.66272,1.784,Tidak Layak
2024-04-08 13:50:00,12.04074955076474,8.280819034438657,73.34272177586628,Tidak Layak
2024-04-04 02:05:00,29.62939903482534,7.62244557656505,4.109872022628115,Layak
2024-04-03 08:45:00,21.21,8.52236,1.716,Tidak Layak
2024-04-01 00:45:00,26.72,7.15649,4.116,Sangat Layak
2024-04-10 19:10:00,25.90443411770582,7.042984005085422,1.4267922255121503,Layak
2024-04-09 00:10:00,26.81505295562816,7.894271611783618,1.0817725017218058,Layak
2024-04-10 04:10:00,16.36676555115128,6.564886892094374,16.737197498377277,Cukup Layak
2024-04-03 00:30:00,24.07,7.21283,1.076,Sangat Layak
2024-04-10 01:05:00,28.34035951403505,7.184215241727188,71.96687674192454,Tidak Layak
2024-04-07 02:45:00,32.40839546302799,8.433690999598571,91.92888230226714,Tidak Layak
2024-04-08 03:15:00,24.55426150440683,7.99671170733148,35.54424923667323,Cukup Layak
2024-04-04 22:05:00,28.51921544385511,7.223706186410277,15.229407641342195,Cukup Layak
2024-04-06 21:20:00,13.521425509494996,7.628148057667035,31.43894216323991,Cukup Layak
2024-04-08 12:30:00,11.29928209128681,8.108989284863645,96.65918809411636,Tidak Layak
2024-04-06 23:40:00,29.388190417375263,7.495079704292205,61.0202948786569,Tidak Layak
2024-04-03 22:00:00,15.41,8.43305,2.357,Tidak Layak
2024-04-02 13:05:00,18.55,6.83912,1.983,Tidak Layak
2024-04-06 12:20:00,24.3618278294978,7.231361496522743,1.090078479566249,Layak
2024-04-01 12:15:00,23.36,6.93312,4.603,Sangat Layak
2024-04-03 01:25:00,26.96,7.25539,4.68,Sangat Layak
2024-04-03 04:15:00,23.92,7.48061,3.658,Sangat Layak
2024-04-02 13:45:00,14.03,6.5,1.956,Tidak Layak
2024-04-03 00:20:00,23.0,7.20783,0.263,Sangat Layak
2024-04-01 00:45:00,26.72,7.15649,4.116,Sangat Layak
2024-04-04 07:50:00,29.274179498864022,6.781423056097517,67.99535492127484,Tidak Layak
2024-04-01 17:10:00,24.04,7.00677,0.933,Sangat Layak
2024-04-06 12:20:00,24.3618278294978,7.231361496522743,1.090078479566249,Layak
2024-04-08 13:30:00,21.307957112957503,7.740947570103941,1.518243783725198,Layak
2024-04-02 17:20:00,24.12,7.21222,2.235,Sangat Layak
2024-04-01 21:40:00,20.96,6.96901,4.81,Tidak Layak
2024-04-10 16:10:00,25.489733436496017,6.841872804841697,4.58156970700893,Layak
2024-04-10 08:45:00,28.7018294857383,6.636900905132034,44.32510082654685,Cukup Layak
2024-04-07 10:00:00,28.204718905090083,7.845405988417796,4.245582818439647,Layak
2024-04-10 01:10:00,29.23262234103349,7.359915239559643,2.909338477164584,Layak
2024-04-06 12:20:00,24.3618278294978,7.231361496522743,1.090078479566249,Layak
2024-04-01 18:55:00,23.92,7.48061,3.658,Sangat Layak
2024-04-02 10:35:00,17.36,7.72155,0.97,Tidak Layak
2024-04-06 12:20:00,24.3618278294978,7.231361496522743,1.090078479566249,Layak
2024-04-08 06:05:00,25.96314869160214,7.357888666860289,55.016753790814775,Tidak Layak
2024-04-01 14:20:00,25.67,7.26037,0.203,Sangat Layak
2024-04-03 02:30:00,24.04,7.00677,0.933,Sangat Layak
2024-04-10 05:05:00,22.9602005486301,8.439447265595954,44.6440733239948,Cukup Layak
2024-04-07 14:25:00,28.11916928821904,7.0749233297945,1.299102424540986,Layak
2024-04-02 05:25:00,17.81,4.07015,10.557,Tidak Layak
2024-04-01 22:30:00,26.49,7.25623,1.109,Sangat Layak
2024-04-10 06:55:00,29.1093165555434,7.464264197839684,1.765487904903347,Layak
2024-04-01 00:45:00,26.72,7.15649,4.116,Sangat Layak
2024-04-07 16:30:00,29.206835346612955,6.80965722519544,4.610621304787966,Layak
2024-04-06 12:20:00,24.3618278294978,7.231361496522743,1.090078479566249,Layak
2024-04-07 01:35:00,12.602714549614346,6.575142180797815,91.65726619643986,Tidak Layak
2024-04-06 13:50:00,28.69023450440628,7.9154427005350545,33.799327823691975,Cukup Layak
2024-04-07 16:10:00,21.99689050759772,7.695336565405406,3.742458977479284,Layak
2024-04-05 20:45:00,16.18370254357994,8.395376051928942,85.92526458892695,Tidak Layak
2024-04-08 19:50:00,15.9012615836616,8.216046542014459,97.49293685374248,Tidak Layak
2024-04-06 18:55:00,25.1678761595714,7.214058687940025,8.835905529808556,Cukup Layak
2024-04-10 01:10:00,29.23262234103349,7.359915239559643,2.909338477164584,Layak
2024-04-10 10:05:00,26.14527031638015,7.209795366973108,62.71758274347791,Tidak Layak
2024-04-04 22:15:00,27.56210209967773,6.591297491004768,59.6084144337368,Tidak Layak
2024-04-01 23:45:00,10.65,7.26767,0.583,Tidak Layak
2024-04-07 13:35:00,31.11373496337676,7.307202004723182,34.76553330767878,Cukup Layak
2024-04-08 13:30:00,21.307957112957503,7.740947570103941,1.518243783725198,Layak
2024-04-08 16:35:00,24.466885214309837,7.0390237245845455,1.0077947916265106,Layak
2024-04-01 21:05:00,25.97,7.17338,2.229,Sangat Layak
2024-04-10 19:10:00,25.90443411770582,7.042984005085422,1.4267922255121503,Layak
2024-04-03 17:30:00,5.58,10.86292,7.658,Tidak Layak
2024-04-07 14:15:00,27.407219396953494,7.46607939511778,33.69870708760632,Cukup Layak
2024-04-01 12:50:00,24.99,6.89748,0.749,Sangat Layak
2024-04-10 01:10:00,29.23262234103349,7.359915239559643,2.909338477164584,Layak
2024-04-02 22:10:00,24.99,6.89748,0.749,Sangat Layak
2024-04-06 19:45:00,33.02104706543431,6.558339527290529,39.28255756401066,Cukup Layak
2024-04-03 00:20:00,23.0,7.20783,0.263,Sangat Layak
2024-04-02 22:10:00,24.99,6.89748,0.749,Sangat Layak
2024-04-03 00:00:00,12.13,7.21288,1.897,Tidak Layak
2024-04-10 19:55:00,19.05588604130721,6.952158142021125,15.023225459020566,Cukup Layak
2024-04-09 00:10:00,26.81505295562816,7.894271611783618,1.0817725017218058,Layak
2024-04-03 21:35:00,18.91,6.5,4.04,Tidak Layak
2024-04-01 08:00:00,24.12,7.21222,2.235,Sangat Layak
2024-04-06 09:45:00,16.060243310377004,7.086617221561129,0.1226811180037282,Cukup Layak
2024-04-04 02:05:00,29.62939903482534,7.62244557656505,4.109872022628115,Layak
2024-04-05 05:45:00,24.64438953183658,7.359862154780297,4.502179570881101,Layak
2024-04-04 20:20:00,10.386415413221686,8.047759311460313,40.20603173099542,Cukup Layak
2024-04-02 08:10:00,5.58,10.86292,7.658,Tidak Layak
2024-04-04 02:05:00,29.62939903482534,7.62244557656505,4.109872022628115,Layak
2024-04-10 16:20:00,29.854933281927103,8.014565956551001,30.96088051209223,Cukup Layak
2024-04-08 15:45:00,21.565573918482908,7.265597528872775,78.19980461027976,Tidak Layak
2024-04-01 15:00:00,23.0,7.20783,0.263,Sangat Layak
